,Var,Min
0,0.000000003587490,-1.586627567915478
1,0.000000032907284,-1.350189943733700
2,0.000000157346384,-1.113752319551921
3,0.000000431621702,-0.877314695370143
4,0.000000745727336,-0.640877071188365
5,0.000000935324257,-0.404439447006587
6,0.000001018755532,-0.168001822824808
7,0.000001144601350,0.068435801356970
8,0.000001430390686,0.304873425538748
9,0.000001852579171,0.541311049720526
10,0.000002348917102,0.777748673902305
11,0.000002927794952,1.014186298084083
12,0.000003571248031,1.250623922265861
13,0.000004303476331,1.487061546447640
14,0.000005218697628,1.723499170629418
15,0.000006282373749,1.959936794811196
16,0.000007457030306,2.196374418992974
17,0.000009011118861,2.432812043174753
18,0.000011481442401,2.669249667356531
19,0.000015285382253,2.905687291538309
20,0.000020423835647,3.142124915720087
21,0.000026383705825,3.378562539901866
22,0.000032735887103,3.615000164083644
23,0.000039937283279,3.851437788265422
24,0.000048583163546,4.087875412447200
25,0.000058721434623,4.324313036628979
26,0.000070206522855,4.560750660810757
27,0.000083161868485,4.797188284992535
28,0.000098129433432,5.033625909174313
29,0.000116443521568,5.270063533356092
30,0.000139918126145,5.506501157537870
31,0.000169699881565,5.742938781719648
32,0.000206199990521,5.979376405901426
33,0.000250292567615,6.215814030083205
34,0.000302610397487,6.452251654264984
35,0.000362893223934,6.688689278446761
36,0.000432613997495,6.925126902628540
37,0.000514429340296,7.161564526810318
38,0.000609339110153,7.398002150992095
39,0.000718960504841,7.634439775173874
40,0.000849117961241,7.870877399355653
41,0.001008507867249,8.107315023537431
42,0.001201976557954,8.343752647719210
43,0.001432210283493,8.580190271900987
44,0.001706343137356,8.816627896082766
45,0.002028461196374,9.053065520264544
46,0.002395381903009,9.289503144446321
47,0.002810671203305,9.525940768628100
48,0.003285944651751,9.762378392809879
49,0.003825066832073,9.998816016991658
50,0.004429348254204,10.235253641173436
51,0.005110054323302,10.471691265355213
52,0.005885669445573,10.708128889536992
53,0.006774271946748,10.944566513718771
54,0.007788925871332,11.181004137900548
55,0.008940908293604,11.417441762082326
