slope_1,slope_2,slope_3,slope_4,slope_5,slope_6,slope_7,slope_8,slope_9,slope_10,slope_11,slope_12,slope_13,slope_14,slope_15,intercept_1,intercept_2,intercept_3,intercept_4,intercept_5,intercept_6,intercept_7,intercept_8,intercept_9,intercept_10,intercept_11,intercept_12,intercept_13,intercept_14,intercept_15,rsq_1,rsq_2,rsq_3,rsq_4,rsq_5,rsq_6,rsq_7,rsq_8,rsq_9,rsq_10,rsq_11,rsq_12,rsq_13,rsq_14,rsq_15,nseg,massStart,massEnd,phaseDuration,avgMassSeg_1,avgMassSeg_2,avgMassSeg_3,avgMassSeg_4,avgMassSeg_5,avgMassSeg_6,avgMassSeg_7,avgMassSeg_8,avgMassSeg_9,avgMassSeg_10,avgMassSeg_11,avgMassSeg_12,avgMassSeg_13,avgMassSeg_14,avgMassSeg_15,startMassSeg_1,startMassSeg_2,startMassSeg_3,startMassSeg_4,startMassSeg_5,startMassSeg_6,startMassSeg_7,startMassSeg_8,startMassSeg_9,startMassSeg_10,startMassSeg_11,startMassSeg_12,startMassSeg_13,startMassSeg_14,startMassSeg_15,endMassSeg_1,endMassSeg_2,endMassSeg_3,endMassSeg_4,endMassSeg_5,endMassSeg_6,endMassSeg_7,endMassSeg_8,endMassSeg_9,endMassSeg_10,endMassSeg_11,endMassSeg_12,endMassSeg_13,endMassSeg_14,endMassSeg_15,segDuration_1,segDuration_2,segDuration_3,segDuration_4,segDuration_5,segDuration_6,segDuration_7,segDuration_8,segDuration_9,segDuration_10,segDuration_11,segDuration_12,segDuration_13,segDuration_14,segDuration_15,segParent_1,segParent_2,segParent_3,segParent_4,segParent_5,segParent_6,segParent_7,segParent_8,segParent_9,segParent_10,segParent_11,segParent_12,segParent_13,segParent_14,segParent_15
-0.0663823232242288,1.07382580731561,1.68704578510534,1.53356241065971,0.707499423131937,1.867165301599,,,,,,,,,,87.2795143657715,81.690531719721,66.088548223342,71.3003678052855,111.406849908569,39.3907997378106,,,,,,,,,,0.00116269021598836,0.675028657369236,0.329745442713787,0.630314682298829,0.209694799693343,-0.239872628592347,,,,,,,,,,6,80.3467050036903,157.236949756801,64.0092722733816,86.8461410680112,98.0740699669057,115.626111440576,134.778411356682,150.462965981579,158.366234594095,,,,,,,,,,80.3467050036903,90.4439843633266,114.242836444305,125.994229808711,148.038751427639,158.84252029025,,,,,,,,,,81.7868941278823,106.417813464554,121.624444231209,143.205218563079,154.871537313004,157.236949756801,,,,,,,,,,4.9017214457194,20.5409974177678,8.51418103377024,14.5944608449936,13.5493283510208,1.90858318010967,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,
1.60679015508024,1.70994208115465,1.44044642287976,,,,,,,,,,,,,91.3222517350743,87.8446939546466,110.938711591303,,,,,,,,,,,,,0.973090196276743,0.992643382832237,0.965117833215459,,,,,,,,,,,,,3,92.013515226985,266.722945182326,109.016564710935,118.222846956459,190.212564538864,250.817793508759,,,,,,,,,,,,,92.013515226985,147.372489662129,232.476198569829,,,,,,,,,,,,,143.786637156754,235.849548204216,266.722945182326,,,,,,,,,,,,,33.7129699150721,51.9804983377457,23.3230964581172,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,
0.595098226931856,0.86856582616021,,,,,,,,,,,,,,55.596376533966,48.2082379168738,,,,,,,,,,,,,,0.643410857787451,0.948548670649128,,,,,,,,,,,,,,2,55.8346209806243,115.192686887793,79.0120052893957,63.470066941526,94.3405280308563,,,,,,,,,,,,,,55.8346209806243,72.7340773567123,,,,,,,,,,,,,,70.0971611308215,115.192686887793,,,,,,,,,,,,,,27.0165044705073,51.9955008188884,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,
0.461732080628827,0.212608425295829,0.0486940331655654,,,,,,,,,,,,,65.2158891018621,72.2164346585729,82.0056410470433,,,,,,,,,,,,,0.601727394291726,0.305227020747952,0.0480176100281751,,,,,,,,,,,,,3,64.7409537734186,90.2096189227682,100.015175326665,71.5770420228848,81.7487504962183,85.8286093375346,,,,,,,,,,,,,64.7409537734186,79.1511341228161,82.6229871335383,,,,,,,,,,,,,75.0889397530062,85.5991915494022,90.2096189227682,,,,,,,,,,,,,28.1006857713064,31.6207716385523,40.2937179168065,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,
0.434401827022014,0.330313343834905,0.018973880041654,,,,,,,,,,,,,48.2223531380147,51.7961652115636,75.4399260308315,,,,,,,,,,,,,0.530392373820886,0.521333897589919,-0.000989108033615516,,,,,,,,,,,,,3,50.6958772515195,77.9575958502724,89.0132512410482,55.4770238825276,70.2735794687806,76.6949869210174,,,,,,,,,,,,,50.6958772515195,64.7521524800179,73.8980504608028,,,,,,,,,,,,,58.284573910183,78.4973230151052,77.9575958502724,,,,,,,,,,,,,34.3343659559886,41.6076959053675,13.0711893796921,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,
-0.523315953666429,0.820905577183029,0.605239403627249,0.600282814629189,1.01640139989005,,,,,,,,,,,93.1815897752454,79.2586835747953,85.1069320712804,85.3004827460317,60.8056726774602,,,,,,,,,,,-0.0977756826325709,0.528985070344516,0.16983732870979,0.37870380917195,0.214332289425155,,,,,,,,,,,5,91.9184366228045,137.526784186152,74.011558175087,91.0525779937891,93.7526698906344,106.738495776352,113.428738743353,129.299458600747,,,,,,,,,,,91.9184366228045,85.2035603195408,104.158228937398,105.528307290169,124.662348175432,,,,,,,,,,,89.5249219307527,99.029820771425,111.344325254239,120.539935765173,137.526784186152,,,,,,,,,,,10.3575979709625,16.7595358848572,11.9320337931315,19.8158072312673,15.1465832948685,,,,,,,,,,,6,6,6,6,6,,,,,,,,,,
0.0247754726115406,0.588341230415388,0.633847635271531,,,,,,,,,,,,,54.136730113253,48.6401607371782,46.4368494357685,,,,,,,,,,,,,-0.00742679744125341,0.919230744688945,0.951231736982896,,,,,,,,,,,,,3,56.4789024631121,105.699243609665,94.0051735305421,54.5879412650986,65.3769998043116,91.8219465380885,,,,,,,,,,,,,56.4789024631121,54.8142245007722,77.7496257454732,,,,,,,,,,,,,55.4031426078335,75.9809335533023,105.699243609665,,,,,,,,,,,,,9.75319969313762,38.664408957252,45.5875648801525,,,,,,,,,,,,,7,7,7,,,,,,,,,,,,
-1.27987127960547,1.11748665071849,0.092595946127793,1.34447645770574,1.28589913609655,1.35932498010905,0.866614802523169,1.37947888609682,1.94719499138897,-0.637898366595407,1.28801351379759,0.669292078177736,0.90674013975044,0.0269294794149328,1.79622761256861,57.5175756871885,52.8549333795105,67.3399278317239,40.1468284136682,42.1168631736622,38.4679088424681,69.2075857495966,30.1968762294422,-16.0891627477681,208.215184223132,30.0083254158318,93.7021503786002,65.8926671279138,176.463223877578,-61.6352477553075,-0.224380434634706,0.834206027929751,-0.169957318912072,0.634129732860321,0.87907439244495,0.844552928579318,0.575066279989357,-0.374366390550785,0.590619703905578,-0.00918006033813801,0.72653022429317,0.610409409775021,0.561071446734297,-0.030001149803893,0.642983535651693,15,55.0344113322027,189.888167071284,140.010522626287,56.6951008807893,62.0516379125309,68.1438192330361,77.1421995534502,96.5844460052149,113.75848538135,129.176871424061,139.062083863727,148.561052380247,150.533906946976,156.328700854327,167.059102308521,176.58557702898,179.406603462541,184.960116188029,55.0344113322027,54.8135191561908,67.7674004487393,71.5587184936535,85.211136585866,104.8257121305,124.868360908375,137.267984538101,143.715400790739,149.867396000321,148.097054400229,161.179652505262,170.587121916903,178.995309733293,179.557275265904,57.0285220261596,69.4227934620134,69.0445843674899,83.1211968751614,106.961092816476,122.65972497054,134.210086567498,140.394766773755,154.312600604514,151.030446445408,163.528430005118,172.45196509449,180.223600140048,181.205260392618,189.888167071284,1.94490870499575,12.1883002189726,7.58859213177249,11.909555002788,16.0644204118503,12.6931862617125,13.6754581731977,5.46583435036105,5.2381186129797,5.76278533006455,10.4131082792184,14.1739059301714,8.55722669163661,8.89687303577858,5.43824949078746,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.753216856045336,0.545342205450975,0.431248984899814,,,,,,,,,,,,,87.3974005674131,95.9533419480844,102.047139151717,,,,,,,,,,,,,0.937867208957686,0.527876169306179,0.887180068661413,,,,,,,,,,,,,3,87.4158759125871,148.338212870332,105.008605951561,103.02219557562,121.418058633636,136.183876211451,,,,,,,,,,,,,87.4158759125871,116.350648017385,125.000983515905,,,,,,,,,,,,,118.75055056968,126.428640418859,148.338212870332,,,,,,,,,,,,,41.159137760225,12.2515484680548,51.5979197232809,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,
0.360589003540227,0.836652485551467,0.631513556625317,0.370074916432326,0.354789891114036,0.605407260979054,1.02337629163633,1.59219083979156,1.57104805112483,1.49263077567397,-0.648859561783505,19.0013029221568,,,,138.947543477489,136.06639035708,141.19026729069,151.44739162053,152.377187118864,132.800437135366,96.9672961631529,40.0214617857669,42.4283150565669,52.0681074365968,320.306216033259,-2226.98004882563,,,,0.121535256139957,0.716470770075612,0.524345845782705,0.436360483041337,0.291914881690894,0.220700939491965,0.457572325902175,0.638667432342728,0.674138664956385,-0.18420889611765,0.170581708165415,-1.39288409772089,,,,12,134.900236669901,236.009182848098,130.008623149155,140.399806610867,149.24577342745,161.166188081878,170.232926984482,176.475472268777,183.827470986774,190.584012311544,211.861613389172,227.643443118929,235.756234833761,237.970781774175,241.369791446913,,,,134.900236669901,140.077476378652,155.193024735629,165.104928570169,172.179014544434,178.889040037583,184.164743158335,199.874499063448,218.443895606199,236.239134827894,239.899460715973,240.948762224979,,,,141.620298562452,157.96314673041,167.193138518441,177.212963170885,180.374943601253,187.868112396743,197.987466749904,220.249846103591,238.994905165662,238.065123328614,235.032925348776,236.009182848098,,,,6.05203555676658,18.9255587030416,14.255796497841,21.5970939142532,17.2836140996272,7.61747066045646,14.3816125568856,13.7248414020869,9.09142454775866,2.32823074646099,4.37413819881623,0.376806265160354,,,,10,10,10,10,10,10,10,10,10,10,10,10,,,
